"Gellish";"English";"Version:";"9.0";"25-okt-16";"Base Ontology";"Taxonomic Dictionary of Formal English: Upper ontology section (core)";;;;;;;;;;;;;;;;;;;;;;
0;69;54;71;16;5;43;44;2;101;1;60;3;45;15;201;65;4;66;7;14;50;68;8;67;9;10;12;13
774;910036;"English";589830;"Gellish alternative";491285;"statement";;4996;"is presented in";1027566;1986;"is an inverse phrase for";;4996;"presentation of information on physical object";;;;;;1047;"facts about conceptual relations between individual things";"accepted";;"8-dec-12";"8-dec-12";"Andries van Renssen";"Andries van Renssen"
442;910036;"English";193259;"ontology";491285;"statement";;4997;"presented information";1007614;1146;"is a kind of";;4894;"related kind";"that specifies qualitative information that is presented.";;;;;1049;"facts about concepts";"accepted";;"14-apr-03";"10-nov-08";"Andries van Renssen";"Andries van Renssen"
443;910036;"English";193259;"ontology";491285;"statement";;4998;"presenter of information";1007615;1146;"is a kind of";;4893;"relating individual thing";"that specifies the individual physical object that presents information..";;;;;1045;"facts about conceptual relations";"accepted";;"14-apr-03";"1-feb-12";"Andries van Renssen";"Andries van Renssen"
784;910036;"English";193259;"ontology";491285;"statement";0,1;5002;"conceptual relator";1027925;5343;"is by definition a role of a";1,1;4990;"concept";;;;;;1051;"facts about kinds of roles in relations";"accepted";;"6-aug-13";"6-aug-13";"Andries van Renssen";"Andries van Renssen"
247;910036;"English";193259;"ontology";491285;"statement";;5002;"conceptual relator";1008705;1146;"is a kind of";;4729;"relator";"in a conceptual relation that specifies a role of a kind of something to which conceptually something else is related.";;;;;1049;"facts about concepts";"accepted";;"29-apr-04";"29-apr-04";"Andries van Renssen";"Andries van Renssen"
617;910036;"English";193259;"ontology";491285;"statement";;5020;"equality of an aspect to a qualitative aspect";1007682;1146;"is a kind of";;4703;"constraining of an aspect by a qualitative aspect";"that indicates that an aspect has an equal magnitude as a qualitatively or quantitatively qualified qualitative aspect.";;;;;1048;"facts about conceptual relations between individual things and classes";"accepted";;"17-apr-03";"17-apr-03";"Andries van Renssen";"Andries van Renssen"
618;910036;"English";492014;"Gellish";491285;"statement";;5020;"is qualified as";1006163;6066;"is a base phrase for";;5020;"equality of an aspect to a qualitative aspect";;;;;;1048;"facts about kinds of relations between individual things and kinds";"accepted";;"3-okt-01";"17-apr-03";"Andries van Renssen";"Andries van Renssen"
619;910036;"English";492014;"Gellish";491285;"statement";;5020;"is a qualitative value that qualifies";1007046;1986;"is an inverse phrase for";;5020;"equality of an aspect to a qualitative aspect";;;;;;1048;"facts about conceptual relations between individual things and classes";"accepted";;"12-nov-02";"5-feb-09";"Andries van Renssen";"Andries van Renssen"
620;910036;"English";589830;"Gellish alternative";491285;"statement";;5020;"is equally high as";1007683;6066;"is a base phrase for";;5020;"equality of an aspect to a qualitative aspect";;;;;;1048;"facts about kinds of relations between individual things and kinds";"accepted";;"17-apr-03";"17-apr-03";"Andries van Renssen";"Andries van Renssen"
621;910036;"English";589830;"Gellish alternative";491285;"statement";;5020;"is qualifier of";1007684;1986;"is an inverse phrase for";;5020;"equality of an aspect to a qualitative aspect";;;;;;1048;"facts about conceptual relations between individual things and classes";"accepted";;"17-apr-03";"6-apr-10";"Andries van Renssen";"Andries van Renssen"
782;910036;"English";589830;"Gellish alternative";491285;"statement";;5020;"is qualified by";1027837;6066;"is a base phrase for";;5020;"equality of an aspect to a qualitative aspect";;;;;;1048;"facts about kinds of relations between individual things and kinds";"accepted";;"10-jul-13";"10-jul-13";"Andries van Renssen";"Andries van Renssen"
363;910036;"English";193417;"measurement";491285;"statement";;5025;"equality between magnitude of an aspect and a number on a scale";1007561;1146;"is a kind of";;5786;"quantification of an aspect on a scale";"that indicates that the magnitude of the aspect is equal to a value on a scale or measurement system.";;;;;1045;"facts about conceptual relations";"accepted";;"3-sep-99";"22-jan-14";"Andries van Renssen";"ISO 10303-221:2002"
364;910036;"English";492014;"Gellish";491285;"statement";;5025;"has on scale a value equal to";1009712;6066;"is a base phrase for";;5025;"equality between magnitude of an aspect and a number on a scale";;;;;;1045;"facts about kinds of relations";"accepted";;"2-mrt-06";"2-mrt-06";"Andries van Renssen";"Andries van Renssen"
365;910036;"English";492014;"Gellish";491285;"statement";;5025;"is on a scale the value of";1007709;1986;"is an inverse phrase for";;5025;"equality between magnitude of an aspect and a number on a scale";;;;;;1045;"facts about conceptual relations";"accepted";;"31-jul-02";"17-apr-03";"Andries van Renssen";"Andries van Renssen"
366;910036;"English";589830;"Gellish alternative";491285;"statement";;5025;"maps on scale to";1007708;6066;"is a base phrase for";;5025;"equality between magnitude of an aspect and a number on a scale";;;;;;1045;"facts about kinds of relations";"accepted";;"19-dec-01";"17-apr-03";"Andries van Renssen";"Andries van Renssen"
367;910036;"English";589830;"Gellish alternative";491285;"statement";;5025;"has on scale as value";1009713;6066;"is a base phrase for";;5025;"equality between magnitude of an aspect and a number on a scale";;;;;;1045;"facts about kinds of relations";"accepted";;"2-mrt-06";"2-mrt-06";"Andries van Renssen";"Andries van Renssen"
3672;910036;"English";193259;"ontology";491285;"statement";;5036;"actor";1007751;1146;"is a kind of";;640118;"participant";"that indicates a party that takes action. Typically as a performer or coordinator.";;;;;553310;"facts about kinds of roles";"accepted";;"7-feb-96";"30-mei-07";"Andries van Renssen";"David Leal"
444;910036;"English";193259;"ontology";491285;"statement";;5046;"inclusion of information about an individual thing";1007787;1146;"is a kind of";;1273;"qualitative information about an individual thing";"that indicates the informer information includes a part that is about the described object.";;;;;1047;"facts about conceptual relations between individual things";"accepted";;"6-mei-03";"4-mei-06";"Andries van Renssen";"Andries van Renssen"
445;910036;"English";492014;"Gellish";491285;"statement";;5046;"is described in";1007790;6066;"is a base phrase for";;5046;"inclusion of information about an individual thing";;;;;;1047;"facts about kinds of relations between individual things";"accepted";;"6-mei-03";"19-nov-08";"Andries van Renssen";"Andries van Renssen"
446;910036;"English";492014;"Gellish";491285;"statement";;5046;"includes information about";1007791;1986;"is an inverse phrase for";;5046;"inclusion of information about an individual thing";;;;;;1047;"facts about conceptual relations between individual things";"accepted";;"6-mei-03";"19-nov-08";"Andries van Renssen";"Andries van Renssen"
228;910036;"English";193259;"ontology";491285;"statement";;5050;"collecting individual plurality";1007805;1146;"is a kind of";;4807;"collecting plurality";"that indicates the plural individual object that includes the element.";;;;;1049;"facts about concepts";"accepted";;"6-mei-03";"14-dec-04";"Andries van Renssen";"Andries van Renssen"
146;910036;"English";193259;"ontology";491285;"statement";1,1;5052;"hierarchical relation between kinds of things";1008726;5944;"has by definition as first role a";1,1;5260;"narrower concept";;;;;;1045;"facts about conceptual relations";"accepted";;"17-mei-04";"17-mei-04";"Andries van Renssen";"Andries van Renssen"
147;910036;"English";193259;"ontology";491285;"statement";1,1;5052;"hierarchical relation between kinds of things";1008727;5945;"has by definition as second role a";1,1;5261;"wider concept";;;;;;1045;"facts about conceptual relations";"accepted";;"17-mei-04";"17-mei-04";"Andries van Renssen";"Andries van Renssen"
145;910036;"English";193259;"ontology";491285;"statement";;5052;"hierarchical relation between kinds of things";1007854;1146;"is a kind of";;5937;"binary relation between kinds of things";"that specifies that a related concept may not appear twice in a chain of relations between related concepts. In other words: the concepts are by definition arranged in a non-circular and non-recursive hierarchy of concepts.";;;;;1045;"facts about conceptual relations";"accepted";;"2-jun-03";"19-jul-13";"Andries van Renssen";"Andries van Renssen"
148;910036;"English";492014;"Gellish";491285;"statement";;5052;"is hierarchically arranged under";1026398;6066;"is a base phrase for";;5052;"hierarchical relation between kinds of things";;;;;;1045;"facts about kinds of relations";"accepted";;"25-aug-08";"25-aug-08";"Andries van Renssen";"Andries van Renssen"
149;910036;"English";492014;"Gellish";491285;"statement";;5052;"is hierarchically arranged above";1026399;1986;"is an inverse phrase for";;5052;"hierarchical relation between kinds of things";;;;;;1045;"facts about conceptual relations";"accepted";;"25-aug-08";"25-aug-08";"Andries van Renssen";"Andries van Renssen"
150;910036;"English";589830;"Gellish alternative";491285;"statement";;5052;"is a narrower concept than";1027801;6066;"is a base phrase for";;5052;"hierarchical relation between kinds of things";;;;;;1045;"facts about kinds of relations";"accepted";;"4-jul-13";"4-jul-13";"Andries van Renssen";"Andries van Renssen"
151;910036;"English";589830;"Gellish alternative";491285;"statement";;5052;"is a wider concept than";1027802;1986;"is an inverse phrase for";;5052;"hierarchical relation between kinds of things";;;;;;1045;"facts about conceptual relations";"accepted";;"4-jul-13";"4-jul-13";"Andries van Renssen";"Andries van Renssen"
623;910036;"English";193259;"ontology";491285;"statement";1,1;5098;"start within a period in time";1008055;5944;"has by definition as first role a";1,1;5099;"started";;;;;;1047;"facts about conceptual relations between individual things";"accepted";;"26-aug-03";"26-aug-03";"Andries van Renssen";"Andries van Renssen"
624;910036;"English";193259;"ontology";491285;"statement";1,1;5098;"start within a period in time";1008056;5945;"has by definition as second role a";1,1;5100;"start date";;;;;;1047;"facts about conceptual relations between individual things";"accepted";;"26-aug-03";"26-aug-03";"Andries van Renssen";"Andries van Renssen"
622;910036;"English";193259;"ontology";491285;"statement";;5098;"start within a period in time";1008054;1146;"is a kind of";;5473;"involvement in an occurrence within a period";"that indicates that the starting object started a period of operation at the start date.";;;;;1047;"facts about conceptual relations between individual things";"accepted";;"26-aug-03";"25-mrt-14";"Andries van Renssen";"Andries van Renssen"
625;910036;"English";492014;"Gellish";491285;"statement";;5098;"is started at";1008057;6066;"is a base phrase for";;5098;"start within a period in time";;;;;;1047;"facts about kinds of relations between individual things";"accepted";;"26-aug-03";"26-aug-03";"Andries van Renssen";"Andries van Renssen"
626;910036;"English";492014;"Gellish";491285;"statement";;5098;"is start date of";1008058;1986;"is an inverse phrase for";;5098;"start within a period in time";;;;;;1047;"facts about conceptual relations between individual things";"accepted";;"26-aug-03";"26-aug-03";"Andries van Renssen";"Andries van Renssen"
627;910036;"English";492014;"Gellish";491285;"statement";;5098;"has as start date";1026518;6066;"is a base phrase for";;5098;"start within a period in time";;;;;;1047;"facts about kinds of relations between individual things";"accepted";;"2-mrt-09";"2-mrt-09";"Andries van Renssen";"Andries van Renssen"
628;910036;"English";192696;"business";491285;"statement";;5099;"started";1008061;1146;"is a kind of";;4860;"happened";"by having commenced to operate.";;;;;1049;"facts about concepts";"accepted";;"26-aug-03";"26-aug-03";"Andries van Renssen";"Andries van Renssen"
